SERVICE,CPT CODE,SURG_NAME,QUANTITY,ORCC,TRAYS,,,,SERVICE,CPT CODE,SURG_NAME,QUANTITY,ORCC,TRAYS,,,,,,,
,,,,,,,,,ORAL,40801,40801 DRAINAGE OF MOUTH LESION,1,26631,"dentalaveolar, NSK, KHS martin, OR den instruments",,,,,,,
,,,,,,,,,ORAL,40840,40840 RECONSTRUCTION OF MOUTH,2,26631,"dentalaveolar, NSK, KHS martin, OR den instruments",,,,,,,
,,,,,,,,,ENT,41108,41108 BIOPSY OF FLOOR OF MOUTH,1,26622,,,,,,,,
,,,,,,,,,ORAL,41115,41115 EXCISION OF TONGUE FOLD,1,26631,"dentalaveolar, NSK, KHS martin, OR den instruments",,,,,,,
,,,,,,,,,ENT,41120,41120 PARTIAL REMOVAL OF TONGUE,1,26622,,,,,,,,
,,,,,,,,,ENT,41150,41150 TONGUE MOUTH JAW SURGERY,1,26622,,,,,,,,
,,,,,,,,,ORAL,41899,41899 DENTAL SURGERY PROCEDURE,1,26631,"dentalaveolar, NSK, KHS martin, OR den instruments",,,,,,,
,,,,,,,,,ENT,42410,42410 EXCISE PAROTID GLAND/LESION,4,26622,,,,,,,,
,,,,,,,,,ENT,42415,42415 EXCISE PAROTID GLAND/LESION,4,26622,,,,,,,,
,,,,,,,,,ENT,42420,42420 EXCISE PAROTID GLAND/LESION,2,26622,,,,,,,,
,,,,,,,,,ENT,42425,42425 EXCISE PAROTID GLAND/LESION,2,26622,,,,,,,,
,,,,,,,,,ENT,42440,42440 EXCISE SUBMAXILLARY GLAND,4,26622,,,,,,,,
,,,,,,,,,THORACIC,43117,43117 PARTIAL REMOVAL OF ESOPHAGUS,2,26610,,,,,,,,
,,,,,,,,,ENT,43194,43194 ESOPHAGOSCP RIG TRNSO REM FB,1,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,43196,43196 ESOPHAGOSCP GUIDE WIRE DILAT,1,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,43200,43200 ESOPHAGOSCOPY FLEXIBLE BRUSH,4,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,43201,43201 ESOPH SCOPE W/SUBMUCOUS INJ,2,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,43202,43202 ESOPHAGOSCOPY FLEX BIOPSY,1,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,THORACIC,43226,43226 ESOPH ENDOSCOPY DILATION,3,26610,,,,,,,,
,,,,,,,,,GEN,43239,43239 EGD BIOPSY SINGLE/MULTIPLE,1,26506,minor basic,plastic basic,,,,,,
,,,,,,,,,GEN,43246,43246 EGD PI ACF GASTROSTOMY TUBE,3,26510,major basic,weitlander retractor,,,,,,
,,,,,,,,,GEN,43246,43246 EGD PLACE GASTROSTOMY TUBE,2,26510,major basic,weitlander retractor,,,,,,
,,,,,,,,,THORACIC,43246,43246 EGD PLACE GASTROSTOMY TUBE,1,26510,major basic,weitlander retractor,,,,,,
,,,,,,,,,GI,43276,43276 ERCP STENT EXCHANGE W/DILATE,4,26506,minor basic,plastic basic,,,,,,
,,,,,,,,,GEN,43280,43280 LAPAROSCOPY FUNDOPLASTY,2,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,43281,43281 LAP PARAESOPHAG HERN REPAIR,2,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,43282,43282 LAP PARAESOPH HER RPR W/MESH,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,43289,43289 LAPAROSCOPE PROC ESOPH,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,43289,43289 LAPAROSCOPE PROC ESOPH,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,ENT,43450,43450 DILATE ESOPHAGUS,2,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,43499,43499 ESOPHAGUS SURGERY PROCEDURE,1,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,GEN,43610,43610 EXCISION OF STOMACH LESION,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,43631,43631 REMOVAL OF STOMACH PARTIAL,1,26511,major basic,intestinal vascular,smithwick set,bookwalter tray,balfour retractor,deep pelvis,,
,,,,,,,,,GEN,43631,43631 REMOVAL OF STOMACH PARTIAL,1,26511,major basic,intestinal vascular,smithwick set,bookwalter tray,balfour retractor,deep pelvis,,
,,,,,,,,,GEN,43633,43633 REMOVAL OF STOMACH PARTIAL,1,26511,major basic,intestinal vascular,smithwick set,bookwalter tray,balfour retractor,deep pelvis,,
,,,,,,,,,GEN,43659,43659 LAPAROSCOPE PROC STOM,1,26511,major basic,intestinal vascular,smithwick set,bookwalter tray,balfour retractor,deep pelvis,,
,,,,,,,,,GEN,43774,43774 LAP RMVL GASTR ADJ ALL PARTS,1,26511,major basic,intestinal vascular,smithwick set,bookwalter tray,balfour retractor,deep pelvis,,
,,,,,,,,,GEN,43800,43800 RECONSTRUCTION OF PYLORUS,2,26511,major basic,intestinal vascular,smithwick set,bookwalter tray,balfour retractor,deep pelvis,,
,,,,,,,,,GEN,43820,43820 FUSION OF STOMACH AND BOWEL,1,26511,major basic,intestinal vascular,smithwick set,bookwalter tray,balfour retractor,deep pelvis,,
,,,,,,,,,GEN,43830,43830 PLACE GASTROSTOMY TUBE,1,26510,major basic,weitlander retractor,,,,,,
,,,,,,,,,UROLOGY,43830,43830 PLACE GASTROSTOMY TUBE,1,26510,major basic,weitlander retractor,,,,,,
,,,,,,,,,GEN,43887,43887 REMOVE GASTRIC PORT OPEN,1,26511,major basic,intestinal vascular,smithwick set,bookwalter tray,balfour retractor,deep pelvis,,
,,,,,,,,,GEN,44005,44005 FREEING OE BOWEL ADHESION,7,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,44005,44005 FREEING OF BOWEL ADHESION,3,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GYN,44005,44005 FREEING OF BOWEL ADHESION,1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,44025,44025 INCISION 01 LARGE BOWEL,1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,44110,44110 EXCISE IN EES 11NE LESION(S),1,26506,minor basic,plastic basic,,,,,,
,,,,,,,,,GEN,44120,44120 REMOVAL Or SMALL INTESTINE,12,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44121,44121 REMOVAL OF SMALL INTESTINE,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44139,44139 MOBILIZATION OF COLON,10,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44139,44139 MOBILIZATION OF COLON,2,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44140,44140 PARTIAL REMOVAL OF COLON,6,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44140,44140 PARTIAL REMOVAL OF COLON,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44141,44141 PARTIAL REMOVAL OF COLON,3,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44143,44143 PARTIAL REMOVAL OF COLON,2,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,UROLOGY,44143,44143 PARTIAL REMOVAL OF COLON,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44144,44144 PARTIAL REMOVAL OF COLON,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44144,44144 PARTIAL REMOVAL OF COLON,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44145,44145 PARTIAL REMOVAL OF COLON,2,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44146,44146 PARTIAL REMOVAL OF COLON,5,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44150,44150 REMOVAL OF COLON,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44157,44157 COLECTOMY W/ILEOANAL ANAST,3,25928,plastic basic,bipolar forcep,bipolar cord,,,,,
,,,,,,,,,GEN,44160,44160 REMOVAL OF COLON 12,12,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44160,44160 REMOVAL OF COLON,3,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GYN,44180,44180 LAP ENTEROLYSIS,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GI,44180,44180 LAP ENTEROLYSIS,1,26519,major basic,minor basic,lbg-lap chol tray,nissen tray,balfour retractor,,,
,,,,,,,,,GEN,44204,44204 LAPARO PARTIAL COLECTOMY 5,5,25928,plastic basic,bipolar forcep,bipolar cord,,,,,
,,,,,,,,,GEN,44204,44204 LAPARO PARTIAL COLECTOMY,1,25928,plastic basic,bipolar forcep,bipolar cord,,,,,
,,,,,,,,,GEN,44205,44205 LAP COLECTOMY PART W/ILEUM 10,10,25928,plastic basic,bipolar forcep,bipolar cord,,,,,
,,,,,,,,,GEN,44207,44207 L COLECTOMY/COLOPROCTOSTOMY 2,2,25928,plastic basic,bipolar forcep,bipolar cord,,,,,
,,,,,,,,,GEN,44213,44213 LAP MOBIL SPLENIC FI ADD-ON 4,4,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44238,44238 LAPAROSCOPE PROC INTESTINE 2,2,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44238,44238 LAPAROSCOPE PROC INTESTINE,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44320,44320 COLOSTOMY 1,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GYN,44602,44602 SUTURE SMALL INTESTINE,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,44602,44602 SUTURE SMALL INTESTINE,1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,44620,44620 REPAIR BOWEL OPENING 4,4,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,44620,44620 REPAIR BOWEL OPENING,1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,44625,44625 REPAIR BOWEL OPENING 4,4,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,44625,44625 REPAIR BOWEL OPENING,1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,44626,44626 REPAIR BOWEL OPENING 4,4,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,44661,44661 REPAIR BOWEL-BLADDER FISTULA 1,1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GI,44950,44950 APPENDECTOMY,1,26505,major basic,minor basic,,,,,,
,,,,,,,,,GEN,44970,44970 LAPAROSCOPY APPENDECTOMY 14,14,26519,major basic,minor basic,lbg-lap chol tray,nissen tray,balfour retractor,,,
,,,,,,,,,GEN,44970,44970 LAPAROSCOPY APPENDECTOMY,6,26519,major basic,minor basic,lbg-lap chol tray,nissen tray,balfour retractor,,,
,,,,,,,,,GYN,44970,44970 LAPAROSCOPY APPENDECTOMY,3,26519,major basic,minor basic,lbg-lap chol tray,nissen tray,balfour retractor,,,
,,,,,,,,,GEN,45110,45110 REMOVAL OF RECTUM 1,1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,45112,45112 REMOVAL OF RECTUM 1,1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,45171,45171 EXC RECT TUM TRANSANAL PART 5,5,26513,hemmorhoid tray,minor basic,sigmoid tray,,,,,
,,,,,,,,,GEN,45172,45172 EXC RECT TUM TRANSANAL FUII 3,3,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GYN,45300,45300 PROCTOSIGMOIDOSCOPY DX,1,26503,,,,,,,,
,,,,,,,,,GEN,45300,45300 PROCTOSIGMOIDOSCOPY DX 4,4,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,45300,45300 PROCTOSIGMOIDOSCOPY DX,1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,45305,45305 PROCTOSIGMOIDOSCOPY W/BX 1,1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,45307,45307 PROCTOSIGMOIDOSCOPY FB,1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,45378,45378 DIAGNOSTIC COLONOSCOPY 1,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,46040,46040 INCISION OF RECTAL ABSCESS 2,2,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,UROLOGY,46060,46060 INCISION OF RECTAL ABSCESS,1,26677,,,,,,,,
,,,,,,,,,GEN,46080,46080 INCISION OF ANAL SPHINCTER 2,2,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,46221,46221 LIGATION OF HEMORRHOIDS 6,6,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,46221,46221 LIGATION OF HEMORRHOID(S),1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,46250,46250 REMOVE EXT HEM GROUPS 2+ 2,2,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,46255,46255 REMOVE INT/EXT HLM 1 GROUP 6,6,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,46260,46260 REMOVE IN/EX HEM GROUPS 2-t 3,3,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,46270,46270 REMOVE ANAL FIST SUBQ 4,4,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,46280,46280 REMOVE ANAL FIST COMPLEX 4,4,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,46320,46320 REMOVAL OF HEMORRHOID CLOl 1,1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,46604,46604 ANOSCOPY AND DILATION 1,1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,46606,46606 ANOSCOPY AND BIOPSY 9,9,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,46922,46922 EXCISION OF ANAL LESION(S) 4,4,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,46924,46924 DESTRUCTION ANAL LESION(S) 13,13,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GYN,46924,46924 DESTRUCTION ANAL LESION(S),1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,46946,46946 REMOVE BY LIGAT I NT HEM GRPS 1,1,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,46999,46999 ANUS SURGERY PROCEDURE 10,10,26513,hemmorhoid tray,minor basic,,,,,,
,,,,,,,,,GEN,47100,47100 WEDGE BIOPSY OF LIVER 2,2,26504,major basic,major vascular,minor vascular,deep pelvis tray,rib tray,balfour retractor,,
,,,,,,,,,GEN,47480,47480 INCISION OF GALLBLADDER 1,1,26507,major basic,bookwalter retractors,balfour retractors,gallbladder set,,,,
,,,,,,,,,GEN,47562,47562 LAPAROSCOPIC CHOLECYSTECTOMY 69,69,26519,major basic,minor basic,lbg-lap chol tray,nissen tray,balfour retractor,,,
,,,,,,,,,GEN,47562,47562 LAPAROSCOPIC CHOLECYSTECTOMY,4,26519,major basic,minor basic,lbg-lap chol tray,nissen tray,balfour retractor,,,
,,,,,,,,,GEN,47563,47563 LAPARO CHOLECYSTECTOMY/GRAPH 1,1,26519,major basic,minor basic,lbg-lap chol tray,nissen tray,balfour retractor,,,
,,,,,,,,,GEN,47563,47563 LAPARO CHOLECYSTECTOMY/GRAPH,1,26519,major basic,minor basic,lbg-lap chol tray,nissen tray,balfour retractor,,,
,,,,,,,,,GEN,47600,47600 REMOVAL OF GALLBLADDER 3,3,26507,major basic,bookwalter retractors,balfour retractors,gallbladder set,,,,
,,,,,,,,,GEN,47605,47605 REMOVAL OF GALLBLADDER 2,2,26507,major basic,bookwalter retractors,balfour retractors,gallbladder set,,,,
,,,,,,,,,GEN,48100,48100 BIOPSY OF PANCREAS OPEN 1,1,26504,major basic,major vascular,minor vascular,deep pelvis tray,rib tray,balfour retractor,,
,,,,,,,,,GEN,48140,48140 PARTIAL REMOVAL OF PANCREAS 1,1,26504,major basic,major vascular,minor vascular,deep pelvis tray,rib tray,balfour retractor,,
,,,,,,,,,GEN,48150,48150 PARTIAL REMOVAL OF PANCREAS 1,1,26504,major basic,major vascular,minor vascular,deep pelvis tray,rib tray,balfour retractor,,
,,,,,,,,,GEN,48155,48155 REMOVAL OF PANCREAS 1,1,26504,major basic,major vascular,minor vascular,deep pelvis tray,rib tray,balfour retractor,,
,,,,,,,,,GEN,49000,49000 EXPLORATION OF ABDOMEN 4,4,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,49000,49000 EXPLORATION OF ABDOMEN,2,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GYN,49000,49000 EXPLORATION OF ABDOMEN,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,49002,49002 REOPENING OF ABDOMEN,2,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,49020,49020 DRAIN ABDOMINAL ABSCESS 1,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,49020,49020 DRAIN ABDOMINAL ABSCESS,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,49203,49203 EXC ABD TUM 5 CM OR LESS 1,1,26506,minor basic,plastic basic,,,,,,
,,,,,,,,,GEN,49255,49255 REMOVAL OF OMENTUM,3,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49255,49255 REMOVAL OF OMENTUM 2,2,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49320,49320 DIAG LAPARO SEPARATE PROC 1,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GYN,49320,49320 DIAG LAPARO SEPARATE PROC,7,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,49321,49321 LAPAROSCOPY BIOPSY 1,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,49329,49329 LAPARO PROC ABDM/PER/OMENT 1,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,49329,49329 LAPARO PROC ABDM/PER/OMENT,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GYN,49329,49329 LAPARO PROC ABDM/PER/OMENT,1,26509,intestinal vasc,major basic,sigmoid poly,deep pelvis tray,balfour retractor,bookwalter retractor,gelpi retractor,
,,,,,,,,,GEN,49505,49505 PRP I/HERN INIT RFDIIC>5 YR,85,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49505,49505 PRP I/HERN INIT REDUC>5 YR,2,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49507,49507 PRP I/HERN INIT BLOCK>5 YR,6,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49507,49507 PRP I/HERN INIT BLOCK>5 YR,1,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49520,49520 REREPAIR ING HERNIA REDUCE 1,1,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49560,49560 RPR VENTRAL HERN INIT REDUC 4,4,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GYN,49560,49560 RPR VENTRAL HERN INI I REDUC,1,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49561,49561 RPR VENTRAL HERN INI I BLOCK,2,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49561,49561 RPR VENTRAL HERN INIT BLOCK 1,1,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49565,49565 REREPAIR VENTRL HERN REDUCE 1,1,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49566,49566 REREPAIR VENTRL HERN BLOCK 1,1,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49568,49568 HERNIA REPAIR W/MESH 1,1,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49568,49568 HERNIA REPAIR W/MESH,1,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49570,49570 RPR EPIGASTRIC HERN REDUCE,1,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49585,49585 RPR UMBIL HERN REDUC > 5 YR,35,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49585,49585 RPR UMBIL HERN REDUC > 5 YR,2,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49587,49587 RPR UMBIL HERN BLOCK > 5 YR,5,26514,major basic,plastic basic,weitlander retractor,minor basic,,,,
,,,,,,,,,GEN,49650,49650 LAP ING HERNIA REPAIR INIT,27,26520,minor basic,lbg-lap chol tray,,,,,,
,,,,,,,,,GEN,49651,49651 LAP ING HERNIA REPAIR RECUR,5,26520,minor basic,lbg-lap chol tray,,,,,,
,,,,,,,,,GEN,49652,49652 LAP VENT/ABD HERNIA REPAIR,14,26520,minor basic,lbg-lap chol tray,,,,,,
,,,,,,,,,GEN,49652,49652 LAP VENT/ABD HERNIA REPAIR,1,26520,minor basic,lbg-lap chol tray,,,,,,
,,,,,,,,,GEN,49653,49653 LAP VENT/ABD HERN PROC COMP,1,26520,minor basic,lbg-lap chol tray,,,,,,
,,,,,,,,,GEN,49654,49654 LAP INC HERNIA REPAIR,10,26520,minor basic,lbg-lap chol tray,,,,,,
,,,,,,,,,GEN,49656,49656 LAP INC HERNIA REPAIR RECUR,1,26520,minor basic,lbg-lap chol tray,,,,,,
,,,,,,,,,GEN,49659,49659 LAPARO PROC HERNIA REPAIR,4,26520,minor basic,lbg-lap chol tray,,,,,,
,,,,,,,,,UROLOGY,50080,50080 REMOVAL OF KIDNEY STONE,2,26677,,,,,,,,
,,,,,,,,,UROLOGY,50080,50080 REMOVAL OF KIDNEY STONE,1,26677,,,,,,,,
,,,,,,,,,UROLOGY,50081,50081 REMOVAL OF KIDNEY STONE,8,26677,,,,,,,,
,,,,,,,,,UROLOGY,50081,50081 REMOVAL OF KIDNEY STONE,3,26677,,,,,,,,
,,,,,,,,,ENT,50210,50210 PARTIAL THYROID EXCISION,1,26542,thyroid,tracheotomy tray,neck dissection tray,,,,,
,,,,,,,,,UROLOGY,50220,50220 REMOVE KIDNEY OPEN,3,26677,,,,,,,,
,,,,,,,,,UROLOGY,50225,50225 REMOVAL KIDNEY OPEN COMPLEX,1,26677,,,,,,,,
,,,,,,,,,UROLOGY,50230,50230 RFMOVAL KIDNEY OPEN RADICAL,3,26677,,,,,,,,
,,,,,,,,,UROLOGY,50234,50234 REMOVAL OF KIDNEY & URETER,1,26677,,,,,,,,
,,,,,,,,,UROLOGY,50240,50240 PARTIAL REMOVAL OF KIDNEY,6,26677,,,,,,,,
,,,,,,,,,UROLOGY,50389,50389 REMOVE RENAL TUBE W/FLUORO,1,26677,,,,,,,,
,,,,,,,,,UROLOGY,50395,50395 CREATE PASSAGE TO KIDNEY,1,26677,,,,,,,,
,,,,,,,,,UROLOGY,50545,50545 LAPARO RADICAL NEPHRECTOMY,6,26677,,,,,,,,
,,,,,,,,,UROLOGY,50548,50548 LAPARO REMOVE W/URETER,1,26677,,,,,,,,
,,,,,,,,,UROLOGY,50549,50549 LAPAROSCOPE PROC RENAL,1,26677,,,,,,,,
,,,,,,,,,UROLOGY,50590,50590 FRAGMENTING OF KIDNEY STONE,8,26677,,,,,,,,
,,,,,,,,,UROLOGY,50785,50785 REIMPLANT URETER IN BLADDER,1,26677,,,,,,,,
,,,,,,,,,UROLOGY,50820,50820 CONSTRUCT BOWEL BLADDER,1,26677,,,,,,,,
,,,,,,,,,GYN,50949,50949 LAPAROSCOPE PROC URETER,1,26524,d & c tray,abdo hysto,,,,,,
,,,,,,,,,UROLOGY,51050,51050 REMOVAL OF BLADDER STONE,1,26677,,,,,,,,
,,,,,,,,,GYN,51999,51999 LAPAROSCOPE PROC BLA,1,26524,d & c tray,abdo hysto,,,,,,
,,,,,,,,,GI,52000,52000 CYSTOSCOPY,1,26604,cystocopy tray,tur bowl,GU camera,,,,,
