Tray_ID,Tray_Name,Instrument_Name,Instrument_ID,Quantity
26009,GYN ABDOMINAL HYSTERECTOMY,"RETRACTOR, ARMY-NAVY, 8.5inch",Pilling 16-4715,2
26009,GYN ABDOMINAL HYSTERECTOMY,"FCP, SOMER, UTERINE, ELEVATING, 9inch",Pilling 21-3230,1
26009,GYN ABDOMINAL HYSTERECTOMY,"SCREW, TUMOR, DOYEN",Pilling 21-3255,1
26009,GYN ABDOMINAL HYSTERECTOMY,"CLIP, ZIMMER, LARGE",Zimmer 5702,2
26009,GYN ABDOMINAL HYSTERECTOMY,"CLIP, ZIMMER, SMALL",Zimmer 5703,2
26009,GYN ABDOMINAL HYSTERECTOMY,"FILTER, STEAM",Aesculap 0,0
26894,GYN CYSTO SET,"Scope, 4mm, Storz, CYSTO, 30DEG, RED BAND",Karl Storz 27005 BA,1
26894,GYN CYSTO SET,"SHIELD, PROTECTOR FOR SCOPE",Karl Storz 723750E,1
26894,GYN CYSTO SET,"ADAPTOR, FOR FIBER OPTIC LIGHT CABLE",Karl Storz 495G,1
26894,GYN CYSTO SET,"SHEATH, OUTER, CYSTO, 17FR, YELLOW BAND",Karl Storz 27026 UA,1
26894,GYN CYSTO SET,"OBTURATOR, CYSTOSCOPE, YELLOW ENDCAP",Karl Storz 27026 UO,1
26894,GYN CYSTO SET,"BRIDGE, SINGLE, ARM, SHORT, WIDE PORT",Karl Storz 27025 G,1
26894,GYN CYSTO SET,"CONNECTOR, ADAPTER, TUBING TO LUER LOCK",Karl Storz 27500,1
26894,GYN CYSTO SET,"CONNECTOR, LUER-LOCK, W/STOPCOCK, GU",Karl Storz 27502,1
26894,GYN CYSTO SET,"ADAPTER, RUBBER, GRAY, GU",Karl Storz 27550C,1
26894,GYN CYSTO SET,"FILTER, STERRAD",Aesculap 1,0
26008,GYN D & C,"CRILE, HEMOSTAT, CVD, 5.5inch",Pilling 18-2060,4
26008,GYN D & C,"CLAMP, ROCHES-PEAN, SERR, CVD, 8inch",Pilling 18-2460,2
26008,GYN D & C,"ALLIS, TISSUE, 4 X 5 TTH, 6inch",Pilling 18-2860,2
26008,GYN D & C,"SCISSOR, MAYO, CVD, 6.75inch",Pilling 14-2225,1
26008,GYN D & C,"SCISSOR, METZENBAUM, CVD, 7inch",Pilling 14-2204,1
26008,GYN D & C,"SCISSOR, DISSECTING, METZENBAUM, STAND, STR, 7inch",SSI 04-3218,1
26008,GYN D & C,"NH, MAYO, HEGAR, 8inch",Pilling 15-2724,1
26008,GYN D & C,"FCP, RANDALL, KIDNEY, STONE, .25 CVD, 9.25inch",Pilling 17-2650,1
26008,GYN D & C,"FCPS, HULKA-KENWICK, UTERINE, 10-3/4inch",V Mueller MGL3030,1
26008,GYN D & C,"FCP, BOZEMAN, UTERINE, DRESS, DBL-CVD, 26CM",Pilling 21-2500,1
26008,GYN D & C,"FCP, JACOB'S, VULSELLUM, STR, 8.25inch",Pilling 21-3155,1
26008,GYN D & C,"FCP, BRAUN, TENACULUM, STR 9 1/2inch",Pilling 21-3100,2
26008,GYN D & C,"CLAMP, FOERSTER, SPONGE, SERRATED, STR, 9.5inch",Pilling 12-1417,2
26008,GYN D & C,"TOWEL CLAMP, PENETRATING, LARGE, 5.5inch",Pilling 12-1600,4
26008,GYN D & C,"HANDLE, KNIFE, #3, 5inch",Pilling 35-2950,1
26008,GYN D & C,"HANDLE, KNIFE, #3L",Pilling 35-2951,1
26008,GYN D & C,"FCP, THUMB, DRESSING, SERR, 6inch",Pilling 18-1106,1
26008,GYN D & C,"FCP, THUMB, DRESSING, 8inch",Pilling 18-1110,1
26008,GYN D & C,"DILATOR, HANK, UTERINE, 9FR-10FR, 3.0MM X 3.3MM",Pilling 21-2661,1
26008,GYN D & C,"DILATOR, HANK, UTERINE, 11-12FR., 3.6MM X 4.0MM",Pilling 21-2662,1
26008,GYN D & C,"DILATOR, HANK, UTERINE, 13-14FR., 4.3MM X 4.7MM",Pilling 21-2663,1
26008,GYN D & C,"DILATOR, HANK, UTERINE, 15-16FR., 5.0MM X 5.3MM",Pilling 21-2664,1
26008,GYN D & C,"DILATOR, HANK, UTERINE, 17-18 FR., 5.7MM X 6.0MM",Pilling 21-2665,1
26008,GYN D & C,"DILATOR, HANK, UTERINE, 19-20FR., 6.3MM X 6.7MM",Pilling 21-2666,1
26008,GYN D & C,"DILATOR, HANK, UTERINE, 21-22FR., 7.0MM X 7.3MM",Pilling 21-2667,1
26008,GYN D & C,"DILATOR, HANK, UTERINE, 27-28FR., 9.0MM X 9.3MM",Pilling 21-2670,1
26008,GYN D & C,"DILATOR, HANK, UTERINE, 29-30FR., 9.3MM X 10MM",Pilling 21-2671,1
26008,GYN D & C,"DILATOR, HANK, UTERINE, 23-24FR., 7.7MM X 8.0MM",Pilling 21-2668,1
26008,GYN D & C,"DILATOR, HANK, UTERINE, 25-26FR., 8.3MM X 8.7MM",Pilling 21-2669,1
26008,GYN D & C,"CURETTE, SIMS, UTERINE, #0, SHARP/BLD, 27.6CM",Pilling 21-2749,1
26008,GYN D & C,"CURETTE, SIMS, UTERINE, #1, SHARP/BLD, 27.6CM",Pilling 21-2750,1
26008,GYN D & C,"CURETTE, SIMS, UTERINE, #2, SHARP/BLD, 27CM",Pilling 21-2751,1
26008,GYN D & C,"CURETTE, SIMS, UTERINE, #3, SHARP/BLD, 27.6CM",Pilling 21-2752,1
26008,GYN D & C,"CURETTE, SIMS, UTERINE, #4, SHARP/BLD, 27.6CM",Pilling 21-2753,1
26008,GYN D & C,"CURETTE SIMS, UTERINE, #6, SHARP/BLD, 27.6CM",Pilling 21-2755,1
26008,GYN D & C,TEASPOON,Unknown,1
26008,GYN D & C,STEINER SPECULUM,Pilling 61-9995,1
26008,GYN D & C,Graves Open Sided Vaginal Speculum/ANY OPEN SIDED SPECULUM,Miltex 30-30,1
26008,GYN D & C,"SPECULUM, AUVARD, WEIGHT, VAGINAL, 3LBS, 4inch",Pilling 21-2197,1
26008,GYN D & C,"RETRACTOR, HEANEY-SIMON, VAG, 2.5CM X 4.4CM",Pilling 21-2305,2
26008,GYN D & C,"SOUND, SIMPSON, UTERINE, 13.25inch",Pilling 21-2605,1
26008,GYN D & C,"FCP, KEVORK-YOUNG, CERVICAL, BIOPSY, 26.9CM",Pilling 21-3036,1
26008,GYN D & C,ENDO-CERVICAL CURETTE,Euromed 66-440,1
26008,GYN D & C,"CURETTE, HEANEY, BIOPSY, 9.75inch",Pilling 21-2905,1
26008,GYN D & C,"FILTER, STEAM",Aesculap 0,0
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"SOUND, SIMPSON, UTERINE, 13.25inch",Pilling 21-2605,1
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"CLIP, ZIMMER, LARGE",Zimmer 5702,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"HANDLE, KNIFE, #3L",Pilling 35-2951,1
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, TISSUE, ADSON, BROWN, 4.75inch",Pilling 18-1222,1
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, THUMB, DRESSING, 8inch",Pilling 18-1110,1
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, TISSUE, W/ TEETH, 1X2, 8inch",Pilling 18-1135,1
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, DEBAKEY, TISSUE, ATRAUGRIP, VASC, STR, 7.75inch",Pilling 35-1802,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, RUSSIAN, TISSUE, MIRROR FINISH, 8inch",Jarit 130-392,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, TISSUE, 1 X 2 TTH, 9.75inch",Pilling 46-7125,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"CRILE, HEMOSTAT, CVD, 5.5inch",Pilling 18-2060,4
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"CRILES, HEMOSTAT, SERR, STR, 5.5inch",Pilling 18-2050,4
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"CLAMP, ROCHES-PEAN, SERR, CVD, 8inch",Pilling 18-2460,4
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, BABCOCK, TISSUE, STANDARD, 8inch",Pilling 18-3025,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"ALLIS, TISSUE, 4 X 5 TTH, 6inch",Pilling 18-2860,4
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, ALLIS, INTEST, TISSUE, 5 X 6, TTH, 7.5inch",Pilling 18-2870,4
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, WILLAEUER, ALLIS, 5 X 6 TTH, 11.25inch",Pilling 34-2721,6
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"CLAMP, ROCHESTER OCHSNER, KOCHER, STR, 8inch",Pilling 18-2620,4
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, OCHSNER, KOCHER, HEMO, STR, 10.5inch",Pilling 47-6225,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, LAHEY, GALL, DUCT, SLENDER, SERR, 7.5inch",Pilling 17-2531,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, GEMINI, THORACIC, CVD, JAW, 28.2CM",Pilling 34-2598,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"NH, MAYO, HEGAR, 8inch",Pilling 15-2724,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"NH, HEANEY, 8.25inch",Pilling 34-3022,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"NH, CRILE, WOOD, 6.25inch",Pilling 15-2780,1
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"SCISSOR, MAYO, CARROLL, 9inch",Snowden 32-0860,1
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"SCISSOR, THROEK, THORACIC, MEDIUM, CVD, 10inch",Pilling 34-2273,1
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"SCISSOR, METZENBAUM, CVD, 7inch",Pilling 14-2204,1
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"SCISSOR, MAYO, STR, 5.5",Pilling 14 2227,1
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"SCISSOR, MAYO, CVD, 6.75inch",Pilling 14-2225,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"CLAMP, FOERSTER, SPONGE, SERRATED, STR, 9.5inch",Pilling 12-1417,4
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCPS, HULKA-KENWICK, UTERINE, 10-3/4inch",V Mueller GL3030,1
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, BRAUN, TENACULUM, STR 9 1/2inch",Pilling 21-3100,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, JACOB'S, VULSELLUM, STR, 8.25inch",Pilling 21-3155,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, MASTER, HYSTERECTOMY, 2X3, TEETH, 41CM, 8.5inch",Codman 37-1521,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, HEANEY, HYSTERECT, DBL-SERR, GROOVE, 8-7/16inch",Pilling 21-4175,4
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, LAHEY, TRACTION, 3 X3 TTH, 6inch",Pilling 17-1155,2
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FCP, BOZEMAN, UTERINE, DRESS, DBL-CVD, 26CM",Pilling 21-2500,1
26010,GYN VAGINAL HYSTERECTOMY (1 OF 2),"FILTER, STEAM",Aesculap 0,0
26997,OH RETRACTOR COUETIL IMA,"RETRACTOR, IMA COUETIL",Pilling 341139,1
26997,OH RETRACTOR COUETIL IMA,COUETIL BAR,Pilling 341139A,1
26997,OH RETRACTOR COUETIL IMA,"HANDLE, CONSISTS OF 2 PIECES HANDLE AND SWIVEL",Pilling 341139B,1
26997,OH RETRACTOR COUETIL IMA,"BLADE, 2 TEETH",Pilling 341139C,1
26997,OH RETRACTOR COUETIL IMA,"BLADE, 3 TEETH",Pilling 341139D,1
26997,OH TRAY DEFIB INTERNAL,"GUN, INTERNAL, DEFIB",Panduit GS2B,1
26997,OH TRAY DEFIB INTERNAL,"INTERNAL, DEFIB, PADDLES",Philip M4742A,1
25991,OH TRAY OPEN HEART,"CONNECTOR, METAL. inchYinch, .5 X 3/8 X 3/8inch",Sarns 6483,1
25991,OH TRAY OPEN HEART,"TUBING, CLAMPS",Cobe 45721,4
25991,OH TRAY OPEN HEART,"SCISSOR, TENOTOMY, CVD, 6inch",SSI 37-4032,1
25991,OH TRAY OPEN HEART,"SCISSOR, UNIVERSAL, SERR, POLYMER HANDLE, 7.5inch",Pilling 14-2452,1
25991,OH TRAY OPEN HEART,"SCISSOR, COOLEY, CARDIO, inchMYinch, MAYO TIP, CVD, 7.5inch",V Mueller CH2052,1
25991,OH TRAY OPEN HEART,"SCISSOR, BEVELED, BLADE, CVD, 6.75inch",Pilling 14-1317,1
25991,OH TRAY OPEN HEART,"SCISSOR, MAYO BEVELED, BLADE, STR, 6.75inch",Pilling 14-1312,1
25991,OH TRAY OPEN HEART,"SCISSOR, METZENBAUM, CVD, 7inch",Pilling 14-1462,2
25991,OH TRAY OPEN HEART,"NH, EXTRA, LIGHT, 7inch",Pilling 35-4982,2
25991,OH TRAY OPEN HEART,"NH, MAYO, HEGAR, 6.5inch",Pilling 15-2720,1
25991,OH TRAY OPEN HEART,"NH, SAROT, STR, 7-1/8inch",Pilling 15-2795DG,4
25991,OH TRAY OPEN HEART,LARGE NEEDLE HOLDER 7,Week 510151,4
25991,OH TRAY OPEN HEART,"NH, DEBAKEY, CARDIOVASCULAR, 9inch",Pilling 35-4902,1
25991,OH TRAY OPEN HEART,"NH, WIRE TWISTER, STERNAL, HEAVY-DUTY, 7.75inch",Pilling 34-3030,2
25991,OH TRAY OPEN HEART,"TWISTER, WIRE COOLEY-BAUMGARTEN, SERR JAW, 8inch",V Mueller CH2520,1
25991,OH TRAY OPEN HEART,"FCP, MOSQUITO, HEMOSTAT, CURVED, 5inch",K-Medic 36-158,2
25991,OH TRAY OPEN HEART,"FCP, MOSQUITOS, HEMOSTATIC, STRAIGHT, 5inch",K-Medic 36-156,6
25991,OH TRAY OPEN HEART,"CRILE, HEMOSTAT, CVD, 5.5inch",Pilling 18-2060,3
25991,OH TRAY OPEN HEART,"CRILES, HEMOSTAT, SERR, STR, 5.5inch",Pilling 18-2050,8
25991,OH TRAY OPEN HEART,"CLAMP, ROCHESTER OCHSNER, KOCHER, CVD 7.25inch",Pilling 18-2665,8
25991,OH TRAY OPEN HEART,"CLAMP, ROCHESTER OCHSNER, KOCHER, STR, 8inch",Pilling 18-2620,8
25991,OH TRAY OPEN HEART,"CLAMP, TONSIL, CVD, 7inch",Pilling 18-2370,3
25991,OH TRAY OPEN HEART,"CLAMP, SCHNIDT, TONSIL, SERR, CVD, 7.5inch",Pilling 18-2390,4
25991,OH TRAY OPEN HEART,"FCP, GEMINI, THORACIC, CVD, JAW, 7.25inch",Pilling 34-2596,1
25991,OH TRAY OPEN HEART,"CLAMP, ROCHESTER-PEAN, CVD, 6.25inch",Pilling 18-2445,2
25991,OH TRAY OPEN HEART,"FCP, ALLIS, INTEST, TISSUE, 5X6, TTH, 7.5inch",Pilling 18-2870,2
25991,OH TRAY OPEN HEART,"TOWEL CLAMP, PENETRATING, LARGE, 5.5inch",Pilling 12-1600,6
25991,OH TRAY OPEN HEART,"TOWEL CLAMP, NON PENETRATING, 5inch",Pilling 12-1655,3
25991,OH TRAY OPEN HEART,"TOWEL CLAMP, PENETRATING, 3.5inch",Pilling 12-1605,2
25991,OH TRAY OPEN HEART,"CLAMP, TOWEL, ATRAUMA, NON-PENETNATING, SML, 3.5inch",Pilling 12-1656,5
25991,OH TRAY OPEN HEART,"HANDLE, KNIFE, #7",Pilling 35-2957,3
25991,OH TRAY OPEN HEART,"FCP, ADSON, TISSUE, W/TEETH, 4.75inch",Pilling 18-1223,2
25991,OH TRAY OPEN HEART,"FCP, GERALD, TISSUE, w/o tth 7inch",Pilling 35-1900,2
25991,OH TRAY OPEN HEART,"BONNEY FORCEPS, 6-3/4inch",Walter Lorenz 51-9775,2
25991,OH TRAY OPEN HEART,"FCP, COOLEY W/ SERR, 8inch",V Mueller CH5940,2
25991,OH TRAY OPEN HEART,"FCP, THORACIC, TISSUE, ATRAUGRIP, SERR, STR, 7.75inch",Pilling 34-2981,3
25991,OH TRAY OPEN HEART,"FCP, DEBAKEY-DIET, DELICATE, TISSUE, STR, 7.75inch",Pilling 35-1803,1
25991,OH TRAY OPEN HEART,"FCP, DEBAKEY-DIETH, DELICATE, TISSUE, STR, 9.25inch",Pilling 35-1806,1
25991,OH TRAY OPEN HEART,"FCP, DEBAKEY, VASCULAR, TISSUE, STR, 9.5inch",Pilling 35-1804,1
25991,OH TRAY OPEN HEART,"HOOK, DANDY, NERVE, STRAIGHT, 9inch",Pilling 18-5714,1
25991,OH TRAY OPEN HEART,"CLAMP, HORIZON, SMALL, RED",Week 137082,2
25991,OH TRAY OPEN HEART,"CLAMP, HORIZON, MEDIUM (BLUE)",Week 237081,2
25991,OH TRAY OPEN HEART,"SPREADER, FINOCHIETTO, RIB, CHILD, SPREAD 5 1/8inch, CVD ARMS",Pilling 34-1328,1
25991,OH TRAY OPEN HEART,"RETRACTOR, VOLKMANN, 4-PRONGS, SHARP, 8.5inch",Pilling 16-4404,1
25991,OH TRAY OPEN HEART,"RETRACTOR, 4-PRONGS, BLUNT, 8-5/8inch",Pilling 16-4414,1
25991,OH TRAY OPEN HEART,"VEIN RETRACTOR,SMALL 8 1/2inch",Pilling 16-4854,1
25991,OH TRAY OPEN HEART,"RETRACTOR, ARMY-NAVY, 8.5inch",Pilling 16-4715,1
25991,OH TRAY OPEN HEART,"RETRACTOR, RICHARDSON, SMALL, 1inch X 1.25inch",Pilling 16-4543,1
25991,OH TRAY OPEN HEART,"SUCTION, FRAZIER, TUBE, 7FR ANGULAR, 7.5",Codman 70-1087,2
25991,OH TRAY OPEN HEART,"SUCTION, TUBE, CORONARY, W/TIP",Sarns 6140,2
25991,OH TRAY OPEN HEART,RUMEL CARDIO TOURNIQUET ADULT FLEX CANN 13-1/2inch,V Mueller CH5605,2
25991,OH TRAY OPEN HEART,TUBING RACK,CINCO CIN-4178,1
25991,OH TRAY OPEN HEART,"WIRE CUTTER, 7inch",Codman 56-2510,1
25991,OH TRAY OPEN HEART,"CLAMP, FOERSTER, SPONGE, SERRATED, STR, 9.5inch",Pilling 12-1417,2
25991,OH TRAY OPEN HEART,"CLAMP, SATINSKY, CVD, 8inch",Pilling 35-4079,1
25991,OH TRAY OPEN HEART,"CLAMP, DEBAKEY, inchCinch, 9inch",Pilling 34-2563,1
25991,OH TRAY OPEN HEART,"CLAMP, RIENHOFF, SWAN-NECK, DBL, CVD, 10.75inch",Pilling 34-2625,1
25991,OH TRAY OPEN HEART,"FCP, DEBAKEY, MOD, SEMB, LIGATURE, CARRIER, 10.25",Pilling 35-3640,1
25991,OH TRAY OPEN HEART,"OR/OH TWISTER, DOUBLE, WIRE",AE MED 040-400,1
25991,OH TRAY OPEN HEART,"CLAMP, KAY-LAMBERT, AORTIC, ANASTOMOSIS, 8inch",Pilling 35-3585,1
25991,OH TRAY OPEN HEART,"CLAMP, AORTIC, MEDIUM, CURVED, 8inch",Applied Med A3213,1
25972,OH TRAY OPEN HEART P.A.,"CRILE, HALSTED, MOSQUITO, CVD, 5inch",Pilling 18-2310,4
25972,OH TRAY OPEN HEART P.A.,"SCISSOR, JAMISON, METZENBAUM, CVD, 6inch",Pilling 34-2220,1
25972,OH TRAY OPEN HEART P.A.,"CLAMP, TONSIL, CVD, 7inch",Pilling 18-2370,1
25972,OH TRAY OPEN HEART P.A.,"CLAMP, SCHNIDT, TONSIL, SERR, CVD, 7.5inch",Pilling 18-2390,1
25972,OH TRAY OPEN HEART P.A.,"NH, MAYO, HEGAR, 6.5î",Pilling 15-2720,1
25972,OH TRAY OPEN HEART P.A.,"SCISSOR, METZENBAUM, CURVED, 5.5î",Pilling 14-1448,1
25972,OH TRAY OPEN HEART P.A.,"SCISSOR, BEVELED, BLADE, CVD, 6.75inch",Pilling 14-1317,1
25972,OH TRAY OPEN HEART P.A.,"SCISSOR, METZENBAUM, CVD, 7inch",Pilling 14-1462,1
25972,OH TRAY OPEN HEART P.A.,"CLAMP, HORIZON, SMALL, RED",Week 137082,2
25972,OH TRAY OPEN HEART P.A.,"CLAMP, HORIZON, MEDIUM (BLUE)",Week 237081,2
25972,OH TRAY OPEN HEART P.A.,"DILATOR, GARRETT, VASCULAR, 1.0MM",Pilling 35-5091,1
25972,OH TRAY OPEN HEART P.A.,"DILATOR, GARRETT, VASCULAR, 1.5MM",Pilling 35-5092,1
25972,OH TRAY OPEN HEART P.A.,"DILATOR, GARRETT, VASCULAR, 2.0",Pilling 35-5093,1
25972,OH TRAY OPEN HEART P.A.,"RETRACTOR, ARMY-NAVY, 8.5inch",Pilling 16-4715,1
25972,OH TRAY OPEN HEART P.A.,"FCP, GERALD, TISSUE, w/o tth 7inch",Pilling 35-1900,1
25972,OH TRAY OPEN HEART P.A.,"FCP, THUMB, TISSUE, 1X2 TTH, 5.5inch",Pilling 18-1129,1
25972,OH TRAY OPEN HEART P.A.,"FCP, ADSON, TISSUE, W/TEETH, 4.75inch",Pilling 18-1223,1
25972,OH TRAY OPEN HEART P.A.,"HANDLE, KNIFE, ROUND, BEAVER, 3KL, 15.5CM",Pilling 45-6007,2
25972,OH TRAY OPEN HEART P.A.,"CANNULA, HORSLEY, HEPARIN, W/LUER-LOK",Pilling 35-1574,2
25972,OH TRAY OPEN HEART P.A.,"CLAMP, BDOG, ANGLED, 55GM, 8MM",Codman 19-8090,3
25972,OH TRAY OPEN HEART P.A.,"CLAMP, BDOG, DIETH, ANG, 55GM, 12MM, 1/2inch JAW",Codman 19-8091,3
25972,OH TRAY OPEN HEART P.A.,"RETRACTOR, PARSONNET, EPICARDIAL, 47MM X 27MM",Pilling 34-2025,1
25972,OH TRAY OPEN HEART P.A.,"RETRACTOR, WEITLANER, 2X3 PRONGS, SHARP, 4-5/16inch",Pilling 48-8305,2
25972,OH TRAY OPEN HEART P.A.,"RETRACTOR, WEITLANER, 2X3 PRONGS, BLT, 4-5/16inch",Pilling 48-8306,2
25990,OH TRAY OPEN HEART VALVE,"CLAMP, HALSTED, MOSQUITO, HEMOSTAT, STR, 5inch",Pilling 18-2300,2
25990,OH TRAY OPEN HEART VALVE,CRILE FCP CVD 6 1/4inch,Pilling 18-2080,3
25990,OH TRAY OPEN HEART VALVE,"FCP, CRILE, HEMOSTAT, STR 6.25inch",Pilling 18-2070,5
25990,OH TRAY OPEN HEART VALVE,"NH, CRILE, WOOD, 6.25inch",Pilling 15-2780,4
25990,OH TRAY OPEN HEART VALVE,"NH, CRILE-WOOD, LEFT HANDED, 8inch",Pilling 15-2784,4
25990,OH TRAY OPEN HEART VALVE,"NH, DEBAKEY, CARDIOVASCULAR, 9inch",Pilling 35-4902,4
25990,OH TRAY OPEN HEART VALVE,"NH, MAYO, HEAGER, 9.25inch",Pilling 15-2406,4
25990,OH TRAY OPEN HEART VALVE,"NH, DEBAKEY, CARDIOVASCULAR, 10inch",Pilling 35-4904,2
25990,OH TRAY OPEN HEART VALVE,"SCISSOR, METZENBAUM, CVD, 7inch",Pilling 14-1462,1
25990,OH TRAY OPEN HEART VALVE,"SCISSOR, METZENBAUM, PLUS, CVD, SHARP, 9inch",Codman 36-5034,1
25990,OH TRAY OPEN HEART VALVE,"SCISSOR, METZENBAUM, PLUS, CVD, BLUNT, 9inch",Codman 36-5035,4
25990,OH TRAY OPEN HEART VALVE,"HANDLE, KNIFE, #3L",Pilling 35-2951,2
25990,OH TRAY OPEN HEART VALVE,"HANDLE, KNIFE, #7",Pilling 35-2957,1
25990,OH TRAY OPEN HEART VALVE,"FCP, FRENCH",Delacroix-Chevalier 53048-23,2
25990,OH TRAY OPEN HEART VALVE,FORCEPS DEBAKEY ATRAUMATIC STRAIGHT 2.0MM 9.5inch,Princeton 12308-24,2
25990,OH TRAY OPEN HEART VALVE,"HOOK, DISSECTOR, DBL-END, 12inch",Pilling 35-5810,1
25990,OH TRAY OPEN HEART VALVE,"RULER, W/METAL, HOLES, 6inch",DePuy 284-00,1
25990,OH TRAY OPEN HEART VALVE,"LARYNGEAL MIRROR, SMALL",Pilling 52-8207A,1
25990,OH TRAY OPEN HEART VALVE,"LARYNGEAL MIRROR, MEDIUM",Pilling 52-8207B,1
25990,OH TRAY OPEN HEART VALVE,"LARYNGEAL, MIRROR, LARGE",Pilling 52-8207C,1
25990,OH TRAY OPEN HEART VALVE,RUMEL CARDIO TOURNIQUET ADULT FLEX CANN 13-1/2inch,V Mueller CH5605,1
25990,OH TRAY OPEN HEART VALVE,"RETRACTOR, LIDD, AORIT, VALVE, SL, BW 3/8, BL 3/4inch",Codman 50-8011,2
25990,OH TRAY OPEN HEART VALVE,"RETRACTOR, AORIT, VALVE, LRG, BW, 3/4, BL, 1-1/8inch",Codman 50-8012,2
25990,OH TRAY OPEN HEART VALVE,"SUCTION, SARNS, CORONARY, SMALL, W/TIP",Sarns 6144,1
25990,OH TRAY OPEN HEART VALVE,"PITUITARY RONGUER, UP-BITING",Week 390164,1
25990,OH TRAY OPEN HEART VALVE,CUSHING IVD STR 2X10 7inch,Week 390160,2
25990,OH TRAY OPEN HEART VALVE,"PEDIATRIC SUCTION, ANDREW",Pilling 16-2310,1
25990,OH TRAY OPEN HEART VALVE,"PITUITARY RONGUER, DOWN-BITING",Week 390166,1
25990,OH TRAY OPEN HEART VALVE,"SUCTION, TUBE, YANKAUER, ADULT, 12.5inch",Pilling 16-2300,1
25990,OH TRAY OPEN HEART VALVE,"CLAMPS, FOGARTY, HYDRAGRIP, ANG, 8 3/4inch",Applied Med A3208,1
25990,OH TRAY OPEN HEART VALVE,"RETRACTOR, BLADE, 5CM X 1CM, 8.75inch",Pilling 35-1791,1
25990,OH TRAY OPEN HEART VALVE,"RETRACTOR, COOLEY, MIT, VAL, SMALL, RIGHT, 7inch",Pilling 35-1788,1
25990,OH TRAY OPEN HEART VALVE,"RETRACTOR, COOLEY, MIT, VAL, MEDIUM, RIGHT, 7inch",Pilling 35-1789,1
25990,OH TRAY OPEN HEART VALVE,"RETRACTOR, COOLEY, MIT, VAL, LARGE, RIGHT, 7-7/16inch",Pilling 35-1790,1
25990,OH TRAY OPEN HEART VALVE,"FCP, IMA, CORONA, BAY, TITANI, 8.5, TTH SIZE, .007",Codman 80-1857,2
26758,OMNI FASTTRACK,"CLAMP, FAST, SYSTEM, STERILE, FILED, POST",Omni-Tract 4080,1
26758,OMNI FASTTRACK,"FRAME, FAST, SYSTEM, STANDARD, WISHBONE",Omni-Tract 4020,1
26758,OMNI FASTTRACK,"BLADE, HOLDER, SNAPCLAMP",Omni-Tract 4040,8
26758,OMNI FASTTRACK,"RETRACTOR, MALL, SWIVEL, 2inch X 6.5inch, 5CM X 16.5CM",Omni-Tract 3788,1
26758,OMNI FASTTRACK,"RETRACTOR, MALL, SWIVEL, 3inch X 6.5inch, 7.6CM X 16.0CM",Omni-Tract 3790,1
26758,OMNI FASTTRACK,"RETRACTOR, HARR, SW, SWIVEL, 1.5inch X 5inch, 5CM X 15.2",Omni-Tract 3794,1
26758,OMNI FASTTRACK,"RETRACTOR, HARRINGTON, SWIVEL, SWT-HEART, 2.5 X 7inch",Omni-Tract 3796,1
